method	path	handler	auth	source	migration_category	dynamic	transport
GET	/antigravity/models	h.Gateway.AntigravityModels	API key + assigned group	backend/internal/server/routes/gateway.go:255	gateway/antigravity	no	http
POST	/antigravity/v1/messages	h.Gateway.Messages	API key + assigned group + forced antigravity platform	backend/internal/server/routes/gateway.go:267	gateway/antigravity	no	http/sse-when-streaming
POST	/antigravity/v1/messages/count_tokens	h.Gateway.CountTokens	API key + assigned group + forced antigravity platform	backend/internal/server/routes/gateway.go:268	gateway/antigravity	no	http
GET	/antigravity/v1/models	h.Gateway.AntigravityModels	API key + assigned group + forced antigravity platform	backend/internal/server/routes/gateway.go:269	gateway/antigravity	no	http
GET	/antigravity/v1/usage	h.Gateway.Usage	API key + assigned group + forced antigravity platform	backend/internal/server/routes/gateway.go:270	gateway/antigravity	no	http
GET	/antigravity/v1beta/models	h.Gateway.GeminiV1BetaListModels	Google API key + subscription + assigned group + forced antigravity platform	backend/internal/server/routes/gateway.go:282	gateway/gemini-native	no	http
POST	/antigravity/v1beta/models/*modelAction	h.Gateway.GeminiV1BetaModels	Google API key + subscription + assigned group + forced antigravity platform	backend/internal/server/routes/gateway.go:284	gateway/gemini-native	yes	http/sse-when-streaming
GET	/antigravity/v1beta/models/:model	h.Gateway.GeminiV1BetaGetModel	Google API key + subscription + assigned group + forced antigravity platform	backend/internal/server/routes/gateway.go:283	gateway/gemini-native	yes	http
POST	/api/event_logging/batch	inline:eventLoggingNoop	public	backend/internal/server/routes/common.go:17	common/health-control	no	http
GET	/api/v1/admin/accounts	h.Admin.Account.List	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:297	admin/accounts	no	http
POST	/api/v1/admin/accounts	h.Admin.Account.Create	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:299	admin/accounts	no	http
DELETE	/api/v1/admin/accounts/:id	h.Admin.Account.Delete	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:305	admin/accounts	yes	http
GET	/api/v1/admin/accounts/:id	h.Admin.Account.GetByID	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:298	admin/accounts	yes	http
PUT	/api/v1/admin/accounts/:id	h.Admin.Account.Update	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:304	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/apply-oauth-credentials	h.Admin.Account.ApplyOAuthCredentials	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:309	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/clear-error	h.Admin.Account.ClearError	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:313	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/clear-rate-limit	h.Admin.Account.ClearRateLimit	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:318	admin/accounts	yes	http
GET	/api/v1/admin/accounts/:id/models	h.Admin.Account.GetAvailableModels	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:324	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/models/sync-upstream	h.Admin.Account.SyncUpstreamModels	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:325	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/recover-state	h.Admin.Account.RecoverState	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:307	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/refresh	h.Admin.Account.Refresh	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:308	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/refresh-tier	h.Admin.Account.RefreshTier	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:311	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/reset-quota	h.Admin.Account.ResetQuota	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:319	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/revert-proxy-fallback	h.Admin.Account.RevertProxyFallback	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:314	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/schedulable	h.Admin.Account.SetSchedulable	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:322	admin/accounts	yes	http
GET	/api/v1/admin/accounts/:id/scheduled-test-plans	h.Admin.ScheduledTest.ListByAccount	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:612	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/set-privacy	h.Admin.Account.SetPrivacy	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:310	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/shadow	h.Admin.OpenAIOAuth.CreateShadow	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:339	admin/accounts	yes	http
GET	/api/v1/admin/accounts/:id/stats	h.Admin.Account.GetStats	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:312	admin/accounts	yes	http
DELETE	/api/v1/admin/accounts/:id/temp-unschedulable	h.Admin.Account.ClearTempUnschedulable	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:321	admin/accounts	yes	http
GET	/api/v1/admin/accounts/:id/temp-unschedulable	h.Admin.Account.GetTempUnschedulable	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:320	admin/accounts	yes	http
POST	/api/v1/admin/accounts/:id/test	h.Admin.Account.Test	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:306	admin/accounts	yes	http
GET	/api/v1/admin/accounts/:id/today-stats	h.Admin.Account.GetTodayStats	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:316	admin/accounts	yes	http
GET	/api/v1/admin/accounts/:id/usage	h.Admin.Account.GetUsage	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:315	admin/accounts	yes	http
GET	/api/v1/admin/accounts/antigravity/default-model-mapping	h.Admin.Account.GetAntigravityDefaultModelMapping	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:336	admin/accounts	no	http
POST	/api/v1/admin/accounts/batch	h.Admin.Account.BatchCreate	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:326	admin/accounts	no	http
POST	/api/v1/admin/accounts/batch-clear-error	h.Admin.Account.BatchClearError	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:332	admin/accounts	no	http
POST	/api/v1/admin/accounts/batch-refresh	h.Admin.Account.BatchRefresh	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:333	admin/accounts	no	http
POST	/api/v1/admin/accounts/batch-refresh-tier	h.Admin.Account.BatchRefreshTier	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:330	admin/accounts	no	http
POST	/api/v1/admin/accounts/batch-update-credentials	h.Admin.Account.BatchUpdateCredentials	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:329	admin/accounts	no	http
POST	/api/v1/admin/accounts/bulk-update	h.Admin.Account.BulkUpdate	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:331	admin/accounts	no	http
POST	/api/v1/admin/accounts/check-mixed-channel	h.Admin.Account.CheckMixedChannel	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:300	admin/accounts	no	http
POST	/api/v1/admin/accounts/cookie-auth	h.Admin.OAuth.CookieAuth	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:346	admin/accounts	no	http
GET	/api/v1/admin/accounts/data	h.Admin.Account.ExportData	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:327	admin/accounts	no	http
POST	/api/v1/admin/accounts/data	h.Admin.Account.ImportData	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:328	admin/accounts	no	http
POST	/api/v1/admin/accounts/exchange-code	h.Admin.OAuth.ExchangeCode	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:344	admin/accounts	no	http
POST	/api/v1/admin/accounts/exchange-setup-token-code	h.Admin.OAuth.ExchangeSetupTokenCode	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:345	admin/accounts	no	http
POST	/api/v1/admin/accounts/generate-auth-url	h.Admin.OAuth.GenerateAuthURL	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:342	admin/accounts	no	http
POST	/api/v1/admin/accounts/generate-setup-token-url	h.Admin.OAuth.GenerateSetupTokenURL	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:343	admin/accounts	no	http
POST	/api/v1/admin/accounts/import/codex-session	h.Admin.Account.ImportCodexSession	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:301	admin/accounts	no	http
POST	/api/v1/admin/accounts/models/sync-upstream-preview	h.Admin.Account.SyncUpstreamModelsPreview	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:323	admin/accounts	no	http
POST	/api/v1/admin/accounts/setup-token-cookie-auth	h.Admin.OAuth.SetupTokenCookieAuth	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:347	admin/accounts	no	http
POST	/api/v1/admin/accounts/sync/crs	h.Admin.Account.SyncFromCRS	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:302	admin/accounts	no	http
POST	/api/v1/admin/accounts/sync/crs/preview	h.Admin.Account.PreviewFromCRS	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:303	admin/accounts	no	http
POST	/api/v1/admin/accounts/today-stats/batch	h.Admin.Account.GetBatchTodayStats	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:317	admin/accounts	no	http
GET	/api/v1/admin/affiliates/invites	h.Admin.Affiliate.ListInviteRecords	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:678	admin/affiliates	no	http
GET	/api/v1/admin/affiliates/rebates	h.Admin.Affiliate.ListRebateRecords	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:679	admin/affiliates	no	http
GET	/api/v1/admin/affiliates/transfers	h.Admin.Affiliate.ListTransferRecords	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:680	admin/affiliates	no	http
GET	/api/v1/admin/affiliates/users	h.Admin.Affiliate.ListUsers	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:684	admin/affiliates	no	http
DELETE	/api/v1/admin/affiliates/users/:user_id	h.Admin.Affiliate.ClearUserSettings	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:689	admin/affiliates	yes	http
PUT	/api/v1/admin/affiliates/users/:user_id	h.Admin.Affiliate.UpdateUserSettings	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:688	admin/affiliates	yes	http
GET	/api/v1/admin/affiliates/users/:user_id/overview	h.Admin.Affiliate.GetUserOverview	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:687	admin/affiliates	yes	http
POST	/api/v1/admin/affiliates/users/batch-rate	h.Admin.Affiliate.BatchSetRate	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:686	admin/affiliates	no	http
GET	/api/v1/admin/affiliates/users/lookup	h.Admin.Affiliate.LookupUsers	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:685	admin/affiliates	no	http
GET	/api/v1/admin/announcements	h.Admin.Announcement.List	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:354	admin/announcements	no	http
POST	/api/v1/admin/announcements	h.Admin.Announcement.Create	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:355	admin/announcements	no	http
DELETE	/api/v1/admin/announcements/:id	h.Admin.Announcement.Delete	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:358	admin/announcements	yes	http
GET	/api/v1/admin/announcements/:id	h.Admin.Announcement.GetByID	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:356	admin/announcements	yes	http
PUT	/api/v1/admin/announcements/:id	h.Admin.Announcement.Update	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:357	admin/announcements	yes	http
GET	/api/v1/admin/announcements/:id/read-status	h.Admin.Announcement.ListReadStatus	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:359	admin/announcements	yes	http
POST	/api/v1/admin/antigravity/oauth/auth-url	h.Admin.AntigravityOAuth.GenerateAuthURL	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:389	admin/antigravity	no	http
POST	/api/v1/admin/antigravity/oauth/exchange-code	h.Admin.AntigravityOAuth.ExchangeCode	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:390	admin/antigravity	no	http
POST	/api/v1/admin/antigravity/oauth/refresh-token	h.Admin.AntigravityOAuth.RefreshToken	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:391	admin/antigravity	no	http
PUT	/api/v1/admin/api-keys/:id	h.Admin.APIKey.UpdateGroup	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:137	admin/api-keys	yes	http
GET	/api/v1/admin/backups	h.Admin.Backup.ListBackups	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:533	admin/backups	no	http
POST	/api/v1/admin/backups	h.Admin.Backup.CreateBackup	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:532	admin/backups	no	http
DELETE	/api/v1/admin/backups/:id	h.Admin.Backup.DeleteBackup	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:535	admin/backups	yes	http
GET	/api/v1/admin/backups/:id	h.Admin.Backup.GetBackup	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:534	admin/backups	yes	http
GET	/api/v1/admin/backups/:id/download-url	h.Admin.Backup.GetDownloadURL	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:536	admin/backups	yes	http
POST	/api/v1/admin/backups/:id/restore	h.Admin.Backup.RestoreBackup	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:539	admin/backups	yes	http
GET	/api/v1/admin/backups/s3-config	h.Admin.Backup.GetS3Config	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:523	admin/backups	no	http
PUT	/api/v1/admin/backups/s3-config	h.Admin.Backup.UpdateS3Config	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:524	admin/backups	no	http
POST	/api/v1/admin/backups/s3-config/test	h.Admin.Backup.TestS3Connection	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:525	admin/backups	no	http
GET	/api/v1/admin/backups/schedule	h.Admin.Backup.GetSchedule	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:528	admin/backups	no	http
PUT	/api/v1/admin/backups/schedule	h.Admin.Backup.UpdateSchedule	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:529	admin/backups	no	http
GET	/api/v1/admin/channel-monitors	h.Admin.ChannelMonitor.List	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:653	admin/channel-monitors	no	http
POST	/api/v1/admin/channel-monitors	h.Admin.ChannelMonitor.Create	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:654	admin/channel-monitors	no	http
DELETE	/api/v1/admin/channel-monitors/:id	h.Admin.ChannelMonitor.Delete	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:657	admin/channel-monitors	yes	http
GET	/api/v1/admin/channel-monitors/:id	h.Admin.ChannelMonitor.Get	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:655	admin/channel-monitors	yes	http
PUT	/api/v1/admin/channel-monitors/:id	h.Admin.ChannelMonitor.Update	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:656	admin/channel-monitors	yes	http
GET	/api/v1/admin/channel-monitors/:id/history	h.Admin.ChannelMonitor.History	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:659	admin/channel-monitors	yes	http
POST	/api/v1/admin/channel-monitors/:id/run	h.Admin.ChannelMonitor.Run	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:658	admin/channel-monitors	yes	http
GET	/api/v1/admin/channel-monitor-templates	h.Admin.ChannelMonitorTemplate.List	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:664	admin/channel-monitor-templates	no	http
POST	/api/v1/admin/channel-monitor-templates	h.Admin.ChannelMonitorTemplate.Create	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:665	admin/channel-monitor-templates	no	http
DELETE	/api/v1/admin/channel-monitor-templates/:id	h.Admin.ChannelMonitorTemplate.Delete	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:668	admin/channel-monitor-templates	yes	http
GET	/api/v1/admin/channel-monitor-templates/:id	h.Admin.ChannelMonitorTemplate.Get	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:666	admin/channel-monitor-templates	yes	http
PUT	/api/v1/admin/channel-monitor-templates/:id	h.Admin.ChannelMonitorTemplate.Update	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:667	admin/channel-monitor-templates	yes	http
POST	/api/v1/admin/channel-monitor-templates/:id/apply	h.Admin.ChannelMonitorTemplate.Apply	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:670	admin/channel-monitor-templates	yes	http
GET	/api/v1/admin/channel-monitor-templates/:id/monitors	h.Admin.ChannelMonitorTemplate.AssociatedMonitors	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:669	admin/channel-monitor-templates	yes	http
GET	/api/v1/admin/channels	h.Admin.Channel.List	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:640	admin/channels	no	http
POST	/api/v1/admin/channels	h.Admin.Channel.Create	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:644	admin/channels	no	http
DELETE	/api/v1/admin/channels/:id	h.Admin.Channel.Delete	admin JWT + AdminComplianceGuard	backend/internal/server/routes/admin.go:646	admin/channels	yes	http
